anomalous_1.wav;2500
anomalous_10.wav;2500
anomalous_11.wav;1500
anomalous_12.wav;3000
anomalous_13.wav;4000
anomalous_14.wav;2000
anomalous_15.wav;4000
anomalous_16.wav;2500
anomalous_17.wav;2000
anomalous_18.wav;3000
anomalous_19.wav;1500
anomalous_2.wav;4500
anomalous_20.wav;4000
anomalous_21.wav;3000
anomalous_22.wav;1500
anomalous_23.wav;4000
anomalous_24.wav;3000
anomalous_25.wav;2000
anomalous_26.wav;2000
anomalous_27.wav;4000
anomalous_28.wav;3500
anomalous_29.wav;2000
anomalous_3.wav;1500
anomalous_30.wav;4500
anomalous_31.wav;2000
anomalous_32.wav;3500
anomalous_33.wav;3000
anomalous_34.wav;3500
anomalous_35.wav;4500
anomalous_36.wav;2500
anomalous_37.wav;2000
anomalous_38.wav;4500
anomalous_39.wav;3000
anomalous_4.wav;4000
anomalous_40.wav;1500
anomalous_41.wav;2500
anomalous_42.wav;3500
anomalous_43.wav;4500
anomalous_44.wav;3500
anomalous_45.wav;3500
anomalous_46.wav;3000
anomalous_47.wav;3500
anomalous_48.wav;4000
anomalous_49.wav;4500
anomalous_5.wav;1500
anomalous_50.wav;3000
anomalous_51.wav;2500
anomalous_52.wav;2500
anomalous_53.wav;1500
anomalous_54.wav;4500
anomalous_55.wav;2500
anomalous_56.wav;1500
anomalous_57.wav;3000
anomalous_58.wav;1500
anomalous_59.wav;4500
anomalous_6.wav;2000
anomalous_60.wav;2500
anomalous_7.wav;2000
anomalous_8.wav;3500
anomalous_9.wav;4000
expected_1.wav;1500
expected_10.wav;3500
expected_11.wav;4000
expected_12.wav;3000
expected_13.wav;3500
expected_14.wav;1500
expected_15.wav;3500
expected_16.wav;3500
expected_17.wav;1500
expected_18.wav;1500
expected_19.wav;3000
expected_2.wav;2500
expected_20.wav;1500
expected_21.wav;2000
expected_22.wav;2500
expected_23.wav;1500
expected_24.wav;4500
expected_25.wav;2000
expected_26.wav;2500
expected_27.wav;2000
expected_28.wav;2500
expected_29.wav;4000
expected_3.wav;2000
expected_30.wav;2000
expected_31.wav;3000
expected_32.wav;4500
expected_33.wav;3500
expected_34.wav;1500
expected_35.wav;3000
expected_36.wav;4000
expected_37.wav;2500
expected_38.wav;2500
expected_39.wav;2500
expected_4.wav;2500
expected_40.wav;3000
expected_41.wav;4000
expected_42.wav;2500
expected_43.wav;2000
expected_44.wav;2000
expected_45.wav;4000
expected_46.wav;3500
expected_47.wav;3000
expected_48.wav;3500
expected_49.wav;4000
expected_5.wav;2000
expected_50.wav;4500
expected_51.wav;3000
expected_52.wav;1500
expected_53.wav;1500
expected_54.wav;3500
expected_55.wav;3000
expected_56.wav;4500
expected_57.wav;4500
expected_58.wav;4500
expected_59.wav;4500
expected_6.wav;4500
expected_60.wav;4000
expected_7.wav;4000
expected_8.wav;2000
expected_9.wav;3000
pseudoword_10a.wav;3000
pseudoword_10b.wav;3000
pseudoword_11a.wav;1500
pseudoword_11b.wav;2000
pseudoword_12a.wav;2500
pseudoword_12b.wav;4500
pseudoword_13a.wav;3500
pseudoword_13b.wav;4000
pseudoword_14a.wav;1500
pseudoword_14b.wav;4500
pseudoword_15a.wav;4500
pseudoword_15b.wav;4000
pseudoword_16a.wav;4000
pseudoword_16b.wav;2000
pseudoword_17a.wav;3000
pseudoword_17b.wav;3000
pseudoword_18a.wav;1500
pseudoword_18b.wav;2500
pseudoword_19a.wav;2000
pseudoword_19b.wav;2000
pseudoword_1a.wav;3500
pseudoword_1b.wav;2000
pseudoword_20a.wav;3000
pseudoword_20b.wav;2500
pseudoword_21a.wav;3500
pseudoword_21b.wav;2500
pseudoword_22a.wav;2000
pseudoword_22b.wav;3500
pseudoword_23a.wav;3500
pseudoword_23b.wav;4500
pseudoword_24a.wav;4000
pseudoword_24b.wav;4000
pseudoword_25a.wav;4000
pseudoword_25b.wav;3000
pseudoword_26a.wav;2000
pseudoword_26b.wav;3000
pseudoword_27a.wav;4500
pseudoword_27b.wav;3500
pseudoword_28a.wav;3500
pseudoword_28b.wav;2500
pseudoword_29a.wav;3000
pseudoword_29b.wav;3500
pseudoword_2a.wav;2500
pseudoword_2b.wav;4500
pseudoword_30a.wav;4000
pseudoword_30b.wav;2500
pseudoword_31a.wav;1500
pseudoword_31b.wav;3000
pseudoword_32a.wav;1500
pseudoword_32b.wav;4000
pseudoword_33a.wav;4500
pseudoword_33b.wav;3500
pseudoword_34a.wav;4500
pseudoword_34b.wav;2000
pseudoword_35a.wav;3000
pseudoword_35b.wav;3000
pseudoword_36a.wav;4500
pseudoword_36b.wav;4500
pseudoword_37a.wav;2000
pseudoword_37b.wav;2000
pseudoword_38a.wav;1500
pseudoword_38b.wav;3500
pseudoword_39a.wav;4500
pseudoword_39b.wav;2500
pseudoword_3a.wav;2500
pseudoword_3b.wav;1500
pseudoword_40a.wav;1500
pseudoword_40b.wav;4000
pseudoword_41a.wav;4500
pseudoword_41b.wav;2000
pseudoword_42a.wav;2000
pseudoword_42b.wav;3500
pseudoword_43a.wav;1500
pseudoword_43b.wav;3000
pseudoword_44a.wav;2500
pseudoword_44b.wav;4000
pseudoword_45a.wav;2500
pseudoword_45b.wav;2500
pseudoword_46a.wav;1500
pseudoword_46b.wav;4500
pseudoword_47a.wav;2500
pseudoword_47b.wav;4000
pseudoword_48a.wav;4000
pseudoword_48b.wav;1500
pseudoword_49a.wav;4000
pseudoword_49b.wav;2000
pseudoword_4a.wav;1500
pseudoword_4b.wav;3000
pseudoword_50a.wav;3500
pseudoword_50b.wav;4000
pseudoword_51a.wav;2000
pseudoword_51b.wav;1500
pseudoword_52a.wav;3000
pseudoword_52b.wav;2500
pseudoword_53a.wav;4000
pseudoword_53b.wav;4000
pseudoword_54a.wav;3500
pseudoword_54b.wav;1500
pseudoword_55a.wav;1500
pseudoword_55b.wav;4500
pseudoword_56a.wav;1500
pseudoword_56b.wav;3000
pseudoword_57a.wav;2500
pseudoword_57b.wav;3500
pseudoword_58a.wav;4000
pseudoword_58b.wav;2500
pseudoword_59a.wav;1500
pseudoword_59b.wav;2000
pseudoword_5a.wav;3000
pseudoword_5b.wav;1500
pseudoword_60a.wav;4500
pseudoword_60b.wav;3500
pseudoword_6a.wav;2000
pseudoword_6b.wav;4500
pseudoword_7a.wav;3000
pseudoword_7b.wav;3500
pseudoword_8a.wav;4500
pseudoword_8b.wav;3500
pseudoword_9a.wav;2000
pseudoword_9b.wav;2500
unexpected_1.wav;2500
unexpected_10.wav;1500
unexpected_11.wav;2000
unexpected_12.wav;1500
unexpected_13.wav;2000
unexpected_14.wav;2500
unexpected_15.wav;2500
unexpected_16.wav;4000
unexpected_17.wav;3000
unexpected_18.wav;4500
unexpected_19.wav;3000
unexpected_2.wav;4500
unexpected_20.wav;3500
unexpected_21.wav;3000
unexpected_22.wav;3500
unexpected_23.wav;2500
unexpected_24.wav;1500
unexpected_25.wav;4000
unexpected_26.wav;3500
unexpected_27.wav;4500
unexpected_28.wav;2000
unexpected_29.wav;4000
unexpected_3.wav;4000
unexpected_30.wav;3000
unexpected_31.wav;3500
unexpected_32.wav;4500
unexpected_33.wav;1500
unexpected_34.wav;1500
unexpected_35.wav;4000
unexpected_36.wav;2000
unexpected_37.wav;1500
unexpected_38.wav;4500
unexpected_39.wav;2500
unexpected_4.wav;2000
unexpected_40.wav;4500
unexpected_41.wav;2500
unexpected_42.wav;2500
unexpected_43.wav;3000
unexpected_44.wav;4500
unexpected_45.wav;2000
unexpected_46.wav;3500
unexpected_47.wav;2000
unexpected_48.wav;2000
unexpected_49.wav;3000
unexpected_5.wav;4000
unexpected_50.wav;3500
unexpected_51.wav;4500
unexpected_52.wav;1500
unexpected_53.wav;4000
unexpected_54.wav;2000
unexpected_55.wav;3000
unexpected_56.wav;3000
unexpected_57.wav;4000
unexpected_58.wav;3500
unexpected_59.wav;2500
unexpected_6.wav;1500
unexpected_60.wav;3500
unexpected_7.wav;1500
unexpected_8.wav;3000
unexpected_9.wav;2500
